epoca,loss_train,concodancia_train,loss_validation,validation_acc,validation_qwk,y_0,y_hat_0,loss_test-0,test-0_acc,test-0_qwk
10,0.051233936101198196,0.384,0.841129720211029,63.6363639831543,0.6224119142753359,,,0.6961319893598557,73.91304016113281,0.677931292008962
11,0.04759184643626213,0.366,0.8819911777973175,65.1515121459961,0.6557936658448702,"[3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 5, 3, 3, 4, 2, 3, 4, 4, 2, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4, 4, 4, 4, 3, 3, 4, 5, 3, 3, 3, 4, 3, 3, 3, 4, 5, 3, 4, 4, 3, 3, 4, 3, 2, 3, 3, 4, 4, 5, 3, 3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 4, 4, 3, 3, 5, 4, 5, 2, 3, 2, 3, 3, 4, 3, 4, 4, 2, 4, 3, 4, 4, 2, 4, 0, 3, 2, 4, 2, 4, 3, 5, 4, 3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 3, 3, 5, 3, 3, 4, 4, 3, 3, 5, 2, 4, 3, 3]","[3, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4, 4, 4, 3, 5, 3, 4, 4, 3, 3, 3, 4, 4, 3, 3, 4, 5, 2, 3, 4, 3, 3, 4, 3, 2, 3, 3, 4, 4, 5, 4, 3, 4, 3, 4, 2, 3, 4, 3, 4, 4, 2, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 4, 3, 4, 3, 4, 3, 2, 4, 3, 4, 4, 2, 4, 3, 3, 3, 5, 2, 5, 3, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 2, 3]",0.7136263698339462,75.36231994628906,0.6733083448411916
12,0.03283160552382469,0.354,0.900495320558548,65.1515121459961,0.6323287671232876,,,0.7175381630659103,72.4637680053711,0.6664187430271477
13,0.029090112075209618,0.364,0.9242853224277496,64.39393615722656,0.6522593320235757,,,0.7422529757022858,71.01449584960938,0.6478260869565218
14,0.030867308378219604,0.352,0.9428548514842987,63.6363639831543,0.6677265500794913,"[3, 4, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 5, 3, 3, 4, 2, 3, 4, 4, 2, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4, 4, 4, 4, 3, 3, 4, 5, 3, 3, 3, 4, 3, 3, 3, 4, 5, 3, 4, 4, 3, 3, 4, 3, 2, 3, 3, 4, 4, 5, 3, 3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 3, 4, 4, 3, 3, 5, 4, 5, 2, 3, 2, 3, 3, 4, 3, 4, 4, 2, 4, 3, 4, 4, 2, 4, 0, 3, 2, 4, 2, 4, 3, 5, 4, 3, 3, 4, 3, 4, 4, 4, 3, 3, 3, 4, 4, 3, 3, 5, 3, 3, 4, 4, 3, 3, 5, 2, 4, 3, 3]","[3, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 4, 3, 3, 3, 2, 2, 4, 3, 2, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 3, 5, 3, 4, 4, 3, 3, 2, 4, 4, 3, 3, 4, 4, 2, 3, 4, 3, 3, 4, 3, 2, 3, 3, 3, 4, 5, 4, 3, 4, 3, 4, 2, 3, 4, 2, 4, 3, 2, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 2, 3, 4, 3, 4, 3, 4, 3, 2, 4, 3, 4, 4, 2, 4, 3, 3, 3, 4, 2, 4, 3, 4, 4, 2, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 2, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 2, 3]",0.7584074139595032,71.01449584960938,0.6456153699828799
15,0.02673736773431301,0.356,0.9733891487121582,62.878787994384766,0.6199018126888217,,,0.7699262499809265,72.4637680053711,0.6517857142857142
16,0.028887726366519928,0.36,0.9795416295528412,62.878787994384766,0.6199018126888217,,,0.7690059393644333,72.4637680053711,0.6517857142857142
17,0.02172408066689968,0.346,0.9972304701805115,61.3636360168457,0.5998075072184794,,,0.788147047162056,71.01449584960938,0.6478260869565218
18,0.015816764906048775,0.374,0.9801001846790314,64.39393615722656,0.6478567552902875,,,0.7659963518381119,72.4637680053711,0.6422018348623854
19,0.02397051453590393,0.35,0.9660940766334534,63.6363639831543,0.6332686540836125,,,0.7503461986780167,72.4637680053711,0.6814630681818181
20,0.025160476565361023,0.356,0.9810610711574554,63.6363639831543,0.6266163793103448,,,0.754160925745964,66.66666412353516,0.6463352127114299
21,0.014659430831670761,0.352,0.9397982358932495,62.121212005615234,0.603015926804473,,,0.761945977807045,69.56521606445312,0.6711489361702128
22,0.024529658257961273,0.338,1.002035915851593,64.39393615722656,0.6522593320235757,,,0.7810889929533005,69.56521606445312,0.6355404640633843
23,0.019920453429222107,0.344,0.9699094593524933,62.878787994384766,0.6424511545293073,,,0.7647155076265335,69.56521606445312,0.6711489361702128
24,0.012190897017717361,0.342,0.9879568517208099,63.6363639831543,0.6332686540836125,,,0.7636808604001999,68.1159439086914,0.6518789144050103
25,0.014689196832478046,0.348,0.9771885871887207,63.6363639831543,0.6332686540836125,,,0.7584696263074875,69.56521606445312,0.665164644714038
26,0.014467666856944561,0.34,0.9640228450298309,63.6363639831543,0.6332686540836125,,,0.7589387148618698,71.01449584960938,0.6615803814713896
27,0.018240967765450478,0.34,0.9196588695049286,60.60606002807617,0.5939659531434349,,,0.768444374203682,65.21739196777344,0.6449203187250996
28,0.019670715555548668,0.334,0.9215889871120453,63.6363639831543,0.6121614716402657,,,0.7663474828004837,68.1159439086914,0.6538661131292164
29,0.014917840249836445,0.34,0.9393916130065918,64.39393615722656,0.6131650135256987,,,0.7620681971311569,68.1159439086914,0.6454013822434874
30,0.016682663932442665,0.338,0.9597874879837036,60.60606002807617,0.5939659531434349,,,0.7798332422971725,65.21739196777344,0.6372731897575038
31,0.014560069888830185,0.342,0.9772859513759613,63.6363639831543,0.6121614716402657,,,0.7805634289979935,68.1159439086914,0.6525438444174336
32,0.018301712349057198,0.322,0.9704177975654602,62.878787994384766,0.6126489138051856,,,0.7707687765359879,68.1159439086914,0.6467784642541924
33,0.013996981084346771,0.334,0.9584144651889801,61.3636360168457,0.5793460188435248,,,0.7683611661195755,72.4637680053711,0.6664187430271477
34,0.009232423268258572,0.336,0.9774343073368073,62.878787994384766,0.5891861761426977,,,0.7799828499555588,69.56521606445312,0.67659859390693
