idx,g_1,g_2,y,c_1,p_c_1,c_2,p_c_2,p,pb
976,7,6,13,7,0.516616940498352,6,0.21353751420974731,13,0.13019689917564392
977,2,8,10,3,0.5383328199386597,7,0.20044751465320587,10,0.16183793544769287
979,6,0,6,6,0.5351008176803589,0,0.8681912422180176,6,0.4723937213420868
983,1,0,1,1,0.8864004015922546,0,0.8701359033584595,1,0.7714807987213135
984,1,6,7,1,0.7724507451057434,6,0.5602864623069763,7,0.4427376687526703
985,8,8,16,7,0.3804016709327698,9,0.24701911211013794,16,0.18144413828849792
986,6,0,6,6,0.3191871643066406,0,0.9800089597702026,6,0.3141402304172516
989,9,2,11,8,0.4097694158554077,3,0.48796436190605164,11,0.2724683880805969
990,6,3,9,6,0.5231454372406006,3,0.5299692153930664,9,0.291769415140152
993,0,3,3,0,0.9029963612556458,3,0.808840811252594,3,0.7305729389190674
996,3,4,7,3,0.8838696479797363,4,0.24265265464782715,7,0.21894706785678864
1000,7,9,16,7,0.8321277499198914,9,0.5815389156341553,16,0.48771175742149353
1001,4,4,8,4,0.5484681129455566,4,0.6023248434066772,8,0.3315238356590271
1003,8,7,15,8,0.16094394028186798,7,0.6544628143310547,15,0.12461923807859421
1004,7,0,7,7,0.40182769298553467,0,0.8307574987411499,7,0.3349980413913727
1007,2,6,8,2,0.6487547159194946,6,0.5730645060539246,8,0.3804377019405365
1010,0,7,7,0,0.6395469307899475,7,0.3254163861274719,7,0.21840867400169373
1011,6,3,9,6,0.6946737170219421,3,0.839863657951355,9,0.5855287909507751
1015,6,4,10,6,0.6984401345252991,4,0.45213285088539124,10,0.3282569646835327
1016,3,4,7,3,0.8850111961364746,4,0.595474123954773,7,0.52817702293396
1017,4,9,13,4,0.6011888384819031,9,0.535404622554779,13,0.34214815497398376
1023,3,7,10,3,0.8436818718910217,7,0.440650999546051,10,0.37860921025276184
1026,5,4,9,5,0.21181635558605194,4,0.7848424315452576,9,0.1799643337726593
1027,6,6,12,6,0.5490850806236267,6,0.4226473271846771,12,0.2549700438976288
1029,3,9,12,3,0.7561026215553284,9,0.5011494755744934,12,0.3843763768672943
1034,7,0,7,7,0.43988487124443054,0,0.7714592814445496,7,0.3421146273612976
1036,7,6,13,7,0.5121430158615112,4,0.4261537492275238,13,0.23260515928268433
1037,2,0,2,2,0.3587881326675415,0,0.9122652411460876,2,0.3399099111557007
1038,9,7,16,9,0.3716517984867096,7,0.7129067182540894,16,0.2796812355518341
1039,2,6,8,2,0.6114082932472229,6,0.4024674892425537,8,0.2587707042694092
1042,0,7,7,0,0.46750542521476746,7,0.7287473082542419,7,0.3421148359775543
1043,5,9,14,5,0.25917792320251465,9,0.41992422938346863,14,0.15047478675842285
1044,4,6,10,4,0.506381094455719,6,0.4658260643482208,10,0.24885722994804382
1048,7,7,14,7,0.5564004778862,7,0.7551448345184326,14,0.4259982407093048
1050,8,7,15,8,0.7249574661254883,7,0.777638852596283,15,0.5691719055175781
1051,3,2,5,3,0.7894913554191589,2,0.7759779095649719,5,0.6136832237243652
1052,7,2,9,7,0.8324794173240662,2,0.5538781881332397,9,0.46860480308532715
1053,9,4,13,9,0.3185102939605713,9,0.36425021290779114,13,0.17847290635108948
1056,4,3,7,4,0.9160600900650024,3,0.8169711828231812,7,0.7493042945861816
1059,4,1,5,4,0.4952520430088043,1,0.9461587071418762,5,0.46943598985671997
1067,3,6,9,3,0.6428455114364624,6,0.4991731643676758,9,0.3377819061279297
1069,0,6,6,0,0.8980274200439453,6,0.5026489496231079,6,0.4607793688774109
1070,4,7,11,4,0.8367813229560852,7,0.6022205352783203,11,0.506841242313385
1071,3,6,9,3,0.6238608956336975,6,0.47350260615348816,9,0.3068867623806
1072,1,0,1,1,0.954021692276001,0,0.2530193626880646,1,0.24145378172397614
1073,9,3,12,9,0.3786047697067261,3,0.894985020160675,12,0.34063082933425903
1075,7,0,7,7,0.7516545057296753,0,0.8495053648948669,7,0.6390132904052734
1082,3,1,4,3,0.8987642526626587,1,0.9551282525062561,4,0.8585043549537659
1084,1,7,8,1,0.6858554482460022,7,0.757961630821228,8,0.5207846164703369
1087,4,1,5,4,0.41688477993011475,1,0.9046670198440552,5,0.3777730464935303
1089,8,6,14,8,0.29866793751716614,6,0.8373933434486389,14,0.25244754552841187
1090,4,5,9,4,0.6164424419403076,5,0.2783364951610565,9,0.18053457140922546
1093,2,0,2,2,0.43982982635498047,0,0.9559216499328613,2,0.4206791818141937
1095,1,7,8,1,0.7030416131019592,7,0.8916406631469727,8,0.6276677250862122
1098,7,4,11,7,0.7372638583183289,4,0.5709099173545837,11,0.4230527877807617
1100,1,7,8,1,0.9024786949157715,7,0.34340324997901917,8,0.316913366317749
1101,6,7,13,6,0.849153459072113,7,0.39357322454452515,13,0.34406158328056335
1102,9,4,13,9,0.31999775767326355,4,0.3383014500141144,13,0.16780704259872437
1104,2,1,3,2,0.6712293028831482,1,0.9462890028953552,3,0.6355509757995605
1105,6,9,15,6,0.8663710355758667,9,0.6797446012496948,15,0.5890870094299316
1106,7,5,12,7,0.8864167928695679,5,0.36894476413726807,12,0.3299354612827301
1107,7,1,8,7,0.8576785922050476,1,0.8179025650024414,8,0.7029634714126587
1108,4,2,6,4,0.42182111740112305,2,0.7425707578659058,6,0.31988340616226196
1109,3,9,12,3,0.9826828241348267,9,0.8849406242370605,12,0.8696324825286865
1111,6,0,6,6,0.8827993273735046,0,0.7659565806388855,6,0.6777569651603699
1112,6,2,8,6,0.9243850111961365,2,0.7696816325187683,8,0.7119070887565613
1113,4,4,8,4,0.6192305088043213,4,0.6310913562774658,8,0.3926061689853668
1117,1,9,10,1,0.6669990420341492,9,0.4031219482421875,10,0.27928048372268677
1122,3,3,6,3,0.8871292471885681,3,0.9506217837333679,6,0.8433665633201599
1125,2,7,9,2,0.8992136716842651,7,0.40031856298446655,9,0.3634534776210785
1126,8,3,11,8,0.29659876227378845,3,0.6689263582229614,11,0.21149539947509766
1132,4,0,4,4,0.40359967947006226,0,0.990627646446228,4,0.3998592495918274
1134,3,9,12,3,0.8796262145042419,9,0.2855934798717499,12,0.25447118282318115
1135,7,5,12,7,0.7111302614212036,3,0.30997946858406067,12,0.22707679867744446
1137,6,5,11,6,0.37661635875701904,5,0.4000602066516876,11,0.2065323293209076
1139,0,3,3,0,0.8963744044303894,3,0.9687560796737671,3,0.8684253692626953
1142,3,0,3,3,0.9887474179267883,0,0.24992705881595612,3,0.2477998435497284
1144,7,4,11,7,0.4672633111476898,4,0.6997708082199097,11,0.3345329165458679
1145,5,7,12,5,0.28227153420448303,7,0.8910750150680542,12,0.2593673765659332
1146,3,7,10,3,0.9792765378952026,7,0.7008845210075378,10,0.6866537928581238
1148,2,1,3,2,0.41668352484703064,1,0.8150015473365784,3,0.3455313742160797
1150,2,6,8,2,0.2906125485897064,6,0.6727136969566345,8,0.21275845170021057
1153,2,0,2,2,0.8687153458595276,0,0.9486098289489746,2,0.8242648243904114
1155,9,2,11,9,0.2636070251464844,2,0.9327771067619324,11,0.24952389299869537
1156,6,4,10,6,0.5606527924537659,4,0.37553930282592773,10,0.2503168284893036
1157,2,9,11,2,0.8783473372459412,9,0.9162394404411316,11,0.8048937320709229
1158,6,8,14,6,0.6976402997970581,8,0.4840881824493408,14,0.3418142795562744
1161,7,2,9,7,0.8568952083587646,2,0.9687299132347107,9,0.8302173614501953
1164,5,2,7,5,0.35914114117622375,2,0.7977562546730042,7,0.28914421796798706
1167,1,6,7,1,0.3584023118019104,6,0.861251950263977,7,0.3151426911354065
1169,4,8,12,9,0.7656846046447754,3,0.24488723278045654,12,0.21476377546787262
1170,1,7,8,1,0.977115273475647,7,0.790522575378418,8,0.7724882960319519
1173,7,9,16,7,0.7109839916229248,9,0.5109248161315918,16,0.37731024622917175
1174,0,2,2,0,0.9563489556312561,2,0.40409189462661743,2,0.3880757987499237
1176,1,3,4,1,0.8006307482719421,3,0.9343810081481934,4,0.7482669949531555
1177,1,0,1,1,0.6489567160606384,0,0.962315022945404,1,0.6245076060295105
1179,6,0,6,6,0.6250519752502441,0,0.9746798276901245,6,0.6098988652229309
1181,6,4,10,6,0.5114750862121582,4,0.6742496490478516,10,0.35269126296043396
1183,6,0,6,6,0.7468183040618896,0,0.8705741763114929,6,0.6516730785369873
1185,6,9,15,6,0.7356439232826233,9,0.7007701396942139,15,0.5156989693641663
1188,6,4,10,6,0.7103231549263,4,0.5382892489433289,10,0.3960276246070862
1189,1,0,1,1,0.9192006587982178,0,0.8929578065872192,1,0.8208112716674805
1190,2,5,7,2,0.7672474384307861,5,0.6579093337059021,7,0.5090571641921997
1192,2,0,2,2,0.9903696179389954,0,0.7323817610740662,2,0.7254476547241211
1195,2,7,9,2,0.5137341618537903,7,0.8797240853309631,9,0.4663834273815155
1196,1,9,10,1,0.9541668891906738,9,0.46701860427856445,10,0.4460722804069519
1197,3,9,12,3,0.9017161726951599,9,0.8542346358299255,12,0.7707788348197937
1199,5,9,14,5,0.49118420481681824,9,0.615456223487854,14,0.3497752845287323
1200,4,6,10,4,0.3742932081222534,6,0.70313560962677,10,0.2890247404575348
1202,7,8,15,7,0.8401023149490356,8,0.39482927322387695,15,0.34023773670196533
1203,9,7,16,9,0.5595467686653137,7,0.5306685566902161,16,0.31433117389678955
1204,1,6,7,1,0.7784630656242371,6,0.8584949374198914,7,0.6705700159072876
1206,6,7,13,6,0.8895304203033447,7,0.7487139701843262,13,0.6668385863304138
1207,5,1,6,5,0.4130673408508301,1,0.5099941492080688,6,0.22244945168495178
1208,7,6,13,7,0.8466706871986389,6,0.5883216261863708,13,0.5061812400817871
1209,8,3,11,8,0.3946862816810608,3,0.9028614163398743,11,0.3598460853099823
1211,2,0,2,2,0.8285340070724487,0,0.9938675761222839,2,0.8234605193138123
1212,4,9,13,4,0.5575283169746399,9,0.7581349611282349,13,0.4376773238182068
1214,9,0,9,9,0.6548827290534973,0,0.7687174677848816,9,0.5056007504463196
1215,3,7,10,3,0.8104103207588196,7,0.9151495099067688,10,0.7417402863502502
1217,9,7,16,9,0.9473512768745422,7,0.8278244137763977,16,0.7848167419433594
1218,3,7,10,3,0.9092870950698853,7,0.9956443309783936,10,0.9053303003311157
1220,5,3,8,5,0.5241891145706177,3,0.7183980941772461,8,0.40090543031692505
1221,5,2,7,5,0.6043606996536255,2,0.9635812640190125,7,0.5832752585411072
1222,6,3,9,6,0.9538527131080627,3,0.9802724719047546,9,0.9350411891937256
1223,2,6,8,2,0.39962491393089294,6,0.7812488675117493,8,0.3145788609981537
1224,6,4,10,6,0.5642694234848022,4,0.6427537798881531,10,0.3697017729282379
1225,8,4,12,8,0.8162700533866882,4,0.607460081577301,12,0.5053038001060486
1226,8,9,17,8,0.8094559907913208,9,0.40367254614830017,17,0.33360832929611206
1227,4,9,13,4,0.7793306112289429,9,0.655501663684845,13,0.5140587687492371
1228,6,0,6,6,0.9852871894836426,0,0.9974162578582764,6,0.98274165391922
1229,0,9,9,0,0.9826493263244629,9,0.776432454586029,9,0.7630648016929626
1230,0,0,0,0,0.9931634664535522,0,0.9965973496437073,0,0.9897840619087219
1231,2,4,6,2,0.9473688006401062,4,0.33832207322120667,6,0.3217155337333679
1232,3,2,5,3,0.43941277265548706,2,0.3005780875682831,5,0.145331010222435
1234,6,7,13,6,0.9792294502258301,7,0.8357881903648376,13,0.818538248538971
1235,2,5,7,2,0.9568870663642883,5,0.4127987027168274,7,0.3962046802043915
1237,3,0,3,3,0.8691441416740417,0,0.5524553060531616,3,0.4802342355251312
1238,9,2,11,9,0.948030948638916,2,0.9521937370300293,11,0.9027158617973328
1240,2,7,9,2,0.9385439157485962,7,0.7518006563186646,9,0.7056787610054016
1244,8,3,11,8,0.39646008610725403,3,0.6972305774688721,11,0.2873004078865051
1247,0,3,3,0,0.9175620079040527,3,0.6145972013473511,3,0.5639827847480774
1248,8,4,12,8,0.5365830063819885,4,0.4150278568267822,12,0.2344273179769516
1249,3,0,3,3,0.9951856732368469,0,0.9834457039833069,3,0.9787111282348633
1251,9,7,16,9,0.5498244762420654,7,0.974207878112793,16,0.536014974117279
1252,3,4,7,3,0.9437812566757202,4,0.5289172530174255,7,0.5002452731132507
1254,9,4,13,9,0.8795830607414246,9,0.4351445436477661,13,0.3831295669078827
1255,9,0,9,9,0.2967561185359955,0,0.9703038930892944,9,0.2884746193885803
1256,0,3,3,0,0.9786977171897888,3,0.8904201984405518,3,0.8714576363563538
1258,7,6,13,7,0.474241703748703,6,0.5047915577888489,13,0.29275092482566833
1261,8,9,17,8,0.8230412602424622,9,0.7435855269432068,17,0.6126439571380615
1263,2,7,9,2,0.9847255349159241,7,0.9743021726608276,9,0.9594212770462036
1264,1,5,6,1,0.9350921511650085,5,0.49663734436035156,6,0.4648137092590332
1268,1,2,3,1,0.9042612314224243,2,0.9728264808654785,3,0.8797082901000977
1271,2,3,5,2,0.8337984085083008,3,0.9324021935462952,5,0.7774820327758789
1272,3,4,7,3,0.5813088417053223,4,0.6183618903160095,7,0.3619166612625122
1274,7,9,16,7,0.7263112664222717,9,0.49852555990219116,16,0.3746339678764343
1275,3,3,6,3,0.8376670479774475,3,0.9718491435050964,6,0.8141003847122192
1276,5,0,5,5,0.5149775743484497,0,0.989190936088562,5,0.5108214020729065
1279,1,3,4,1,0.9290317893028259,3,0.9775852560997009,4,0.9082107543945312
1280,0,5,5,0,0.9752094149589539,5,0.8766139149665833,5,0.8550540804862976
1281,6,1,7,6,0.9146828055381775,1,0.4140543043613434,7,0.3889444172382355
1282,1,2,3,1,0.9139229655265808,2,0.9399961233139038,3,0.8591671586036682
1283,7,3,10,7,0.39165982604026794,3,0.9132524132728577,10,0.35920438170433044
1284,3,1,4,3,0.4311806857585907,1,0.9673284888267517,4,0.4170982539653778
1285,4,5,9,4,0.8247523307800293,5,0.28049129247665405,9,0.2366054654121399
1288,0,6,6,0,0.9978773593902588,6,0.8599646687507629,6,0.8581455945968628
1291,5,5,10,5,0.696845293045044,5,0.8249240517616272,10,0.5756986141204834
1294,9,1,10,9,0.5908090472221375,1,0.9793702960014343,10,0.5791142582893372
1295,2,0,2,2,0.944606363773346,0,0.9969411492347717,2,0.9417194724082947
1298,1,7,8,1,0.9238853454589844,7,0.9918875098228455,8,0.9164000153541565
1303,8,5,13,8,0.7704870700836182,5,0.701347291469574,13,0.5425300002098083
1307,7,0,7,7,0.9829064011573792,0,0.99748694896698,7,0.9804363250732422
1308,3,3,6,3,0.9552075862884521,3,0.8200050592422485,6,0.7833026647567749
1310,0,1,1,0,0.9929017424583435,1,0.938706636428833,1,0.9320434927940369
1311,2,0,2,2,0.9558300375938416,0,0.9969612956047058,2,0.9529257416725159
1312,4,2,6,4,0.9120644330978394,2,0.8972570896148682,6,0.818388044834137
1314,3,2,5,3,0.9017757177352905,2,0.9743772745132446,5,0.8788003921508789
