idx,g_1,g_2,y,c_1,p_c_1,c_2,p_c_2,p,pb
33,1,4,5,1,0.9998425245285034,4,0.9836568832397461,5,0.9835019707679749
34,1,8,9,1,0.999932050704956,8,1.0,9,0.999932050704956
35,0,5,5,0,0.9999973773956299,5,0.9901983737945557,5,0.9901957511901855
36,5,5,10,5,1.0,5,1.0,10,1.0
38,7,3,10,7,0.9999699592590332,3,0.9999630451202393,10,0.9999330043792725
39,8,6,14,8,0.9994744658470154,6,0.9999995231628418,14,0.9994739890098572
40,6,2,8,6,0.9989622831344604,2,0.9980186223983765,8,0.9969829320907593
41,4,2,6,4,1.0,2,1.0,6,1.0
42,1,0,1,1,0.9990085959434509,0,0.9999948740005493,1,0.9990034699440002
43,2,3,5,2,0.9985285997390747,3,0.9997401833534241,5,0.9982691407203674
44,9,3,12,9,0.9996763467788696,3,0.9999994039535522,12,0.9996757507324219
45,7,5,12,7,0.9985324144363403,5,0.9999942779541016,12,0.9985266923904419
46,4,9,13,4,0.9999476671218872,9,0.9999337196350098,13,0.999881386756897
47,2,6,8,2,0.9995081424713135,6,0.9999862909317017,8,0.9994944334030151
48,4,9,13,4,0.9949711561203003,9,0.9960376024246216,13,0.9910287857055664
49,2,4,6,2,0.9999998807907104,4,0.9999996423721313,6,0.9999995231628418
50,1,3,4,1,0.9995473027229309,3,0.9801662564277649,4,0.9797225594520569
51,1,3,4,1,0.9999426603317261,3,0.9999885559082031,4,0.9999312162399292
52,5,6,11,5,0.9737909436225891,6,0.999993085861206,11,0.9737842082977295
53,8,2,10,8,0.9986114501953125,2,0.9918129444122314,10,0.990435779094696
54,6,0,6,6,0.7845302820205688,0,0.9999583959579468,6,0.7844976186752319
55,7,7,14,7,1.0,7,0.9998294115066528,14,0.9998294115066528
56,1,4,5,1,0.9696685075759888,4,0.9998244643211365,5,0.9694982767105103
57,8,5,13,8,0.663048267364502,5,0.9999772310256958,13,0.6630331873893738
58,8,1,9,8,0.9957385063171387,1,0.9910082221031189,9,0.9867851138114929
59,8,2,10,8,0.999997615814209,2,0.9999938011169434,10,0.9999914169311523
60,0,7,7,0,0.9971690773963928,7,0.9999988079071045,7,0.9971678853034973
61,4,3,7,4,0.9994351267814636,3,0.9999767541885376,7,0.9994118809700012
62,9,6,15,9,0.9909035563468933,6,0.9998928308486938,15,0.9907973408699036
63,7,9,16,7,0.9853436350822449,9,0.9899561405181885,16,0.9754470586776733
64,0,3,3,0,0.9999123811721802,3,0.9936355352401733,3,0.9935484528541565
65,6,0,6,6,0.9992445707321167,0,0.9999935626983643,6,0.999238133430481
66,6,5,11,6,0.9999984502792358,5,0.9999841451644897,11,0.9999825954437256
67,0,1,1,0,0.9998267292976379,1,0.9993736147880554,1,0.9992004632949829
68,5,4,9,5,1.0,4,0.999996542930603,9,0.999996542930603
69,8,5,13,8,0.9999446868896484,5,1.0,13,0.9999446868896484
70,1,6,7,1,0.9991727471351624,6,0.9670770168304443,7,0.966277003288269
71,2,2,4,2,0.9999983310699463,2,0.9999954700469971,4,0.9999938011169434
72,7,8,15,7,0.9999991655349731,8,0.9999991655349731,15,0.9999983310699463
73,6,0,6,6,1.0,0,0.9999775886535645,6,0.9999775886535645
74,6,1,7,6,0.9999964237213135,1,0.9942812919616699,7,0.9942777156829834
75,1,3,4,1,0.9994391798973083,3,0.9854691624641418,4,0.9849165081977844
76,4,6,10,4,0.9995666146278381,6,0.9999308586120605,10,0.9994975328445435
77,1,1,2,1,0.9998852014541626,1,0.9997181296348572,2,0.9996033906936646
78,3,4,7,3,0.9999711513519287,4,1.0,7,0.9999711513519287
79,6,7,13,6,0.9999526739120483,7,0.9999651908874512,13,0.9999178647994995
80,5,2,7,5,0.9998255372047424,2,0.9994875192642212,7,0.9993131756782532
81,7,8,15,7,0.9385295510292053,8,0.999998927116394,15,0.9385285377502441
82,1,3,4,1,0.9965051412582397,3,0.9999396800994873,4,0.9964450597763062
83,0,2,2,0,0.9999957084655762,2,0.9999492168426514,2,0.9999449253082275
84,8,5,13,8,0.9999533891677856,5,0.9985519051551819,13,0.9985053539276123
85,3,9,12,3,0.9997135996818542,9,0.9999921321868896,12,0.9997057318687439
86,1,7,8,1,0.999852180480957,7,0.9999547004699707,8,0.9998068809509277
87,7,7,14,7,0.9999998807907104,7,0.9999314546585083,14,0.9999313354492188
88,8,8,16,8,0.9999998807907104,8,0.9995009899139404,16,0.9995008707046509
89,8,8,16,8,0.9999983310699463,8,0.9999394416809082,16,0.9999377727508545
90,0,1,1,0,0.9997956156730652,1,0.9989362359046936,1,0.9987320899963379
91,3,9,12,3,0.9999957084655762,9,0.5959384441375732,12,0.5959360003471375
92,0,3,3,0,0.9994620680809021,3,0.9984011054039001,3,0.9978640079498291
93,9,1,10,9,0.9937331080436707,1,0.9999182224273682,10,0.9936518669128418
94,2,5,7,2,0.9999874830245972,5,0.9999386072158813,7,0.9999260902404785
95,6,7,13,6,0.9999504089355469,7,0.9516745805740356,13,0.9516273736953735
96,4,3,7,4,0.9999983310699463,3,0.9999759197235107,7,0.999974250793457
97,3,8,11,3,0.9998350143432617,8,0.9834919571876526,11,0.983329713344574
98,1,1,2,1,0.9999922513961792,1,0.9958999752998352,2,0.9958922863006592
99,8,6,14,8,0.9999994039535522,6,0.9999995231628418,14,0.999998927116394
100,3,4,7,3,0.9999961853027344,4,0.9995198249816895,7,0.9995160102844238
101,9,0,9,9,0.7912576198577881,0,0.9999986886978149,9,0.7912566065788269
102,6,8,14,6,0.9999942779541016,8,0.9996222257614136,14,0.9996165037155151
103,7,7,14,7,0.9986288547515869,7,0.9999939203262329,14,0.9986227750778198
104,0,0,0,0,0.999954342842102,0,0.9999918937683105,0,0.9999462366104126
105,1,3,4,1,0.9989323019981384,3,0.9999998807907104,4,0.9989321827888489
106,6,9,15,6,0.9991670846939087,9,0.9942461848258972,15,0.9934180378913879
107,3,8,11,3,0.9996337890625,8,0.9520849585533142,11,0.951736330986023
108,3,9,12,3,0.9999315738677979,9,0.9992600083351135,12,0.9991916418075562
109,9,4,13,9,0.9999421834945679,4,0.9998898506164551,13,0.999832034111023
110,8,2,10,8,0.9999996423721313,2,0.9999756813049316,10,0.999975323677063
111,3,4,7,3,0.9898117184638977,4,0.9976093769073486,7,0.9874455332756042
112,0,9,9,0,0.9937638640403748,9,0.9987329840660095,9,0.9925047755241394
113,4,1,5,4,0.9978721141815186,1,0.999426007270813,5,0.997299313545227
114,0,5,5,0,0.9999991655349731,5,0.9999971389770508,5,0.9999963045120239
116,8,9,17,8,0.9765622019767761,9,0.9997147917747498,17,0.9762836694717407
117,3,4,7,3,0.9999978542327881,4,0.9999998807907104,7,0.9999977350234985
118,8,9,17,8,0.9996579885482788,9,0.9988752007484436,17,0.9985335469245911
119,7,8,15,7,0.9999992847442627,8,1.0,15,0.9999992847442627
120,3,6,9,3,0.9951808452606201,6,0.999916672706604,9,0.9950979351997375
121,2,4,6,2,0.9998279809951782,4,0.9995043277740479,6,0.9993323683738708
122,3,0,3,3,0.977440357208252,0,0.9999862909317017,3,0.9774269461631775
123,0,8,8,0,0.9999996423721313,8,0.9999910593032837,8,0.999990701675415
124,5,3,8,5,0.9999947547912598,3,0.9999997615814209,8,0.9999945163726807
126,5,4,9,5,0.9999980926513672,4,0.9997835755348206,9,0.9997816681861877
127,3,8,11,3,0.8952535390853882,8,0.9999995231628418,11,0.8952531218528748
128,2,6,8,2,0.999994158744812,6,0.9999994039535522,8,0.9999935626983643
130,1,5,6,1,0.9997902512550354,5,0.9998065829277039,6,0.999596893787384
131,4,1,5,4,0.8183842301368713,1,0.9999921321868896,5,0.8183777928352356
133,1,5,6,1,0.999993085861206,5,1.0,6,0.999993085861206
134,1,5,6,1,0.9999861717224121,5,0.9999878406524658,6,0.9999740123748779
135,4,5,9,4,0.9999951124191284,5,0.9999980926513672,9,0.9999932050704956
136,4,5,9,4,0.9994989633560181,5,0.9997708201408386,9,0.9992699027061462
137,5,4,9,5,0.9999983310699463,4,0.9998664855957031,9,0.9998648166656494
138,0,1,1,0,0.9999837875366211,1,0.9997377991676331,1,0.9997215867042542
139,4,5,9,4,0.99946528673172,5,0.9997311234474182,9,0.9991965293884277
140,2,6,8,2,0.999995231628418,6,0.9999810457229614,8,0.9999762773513794
141,2,5,7,2,0.9988364577293396,5,0.9999997615814209,7,0.9988362193107605
142,4,7,11,4,0.997912585735321,7,0.9833916425704956,11,0.9813389182090759
143,4,4,8,4,0.9997410178184509,4,0.9999964237213135,8,0.9997374415397644
144,9,7,16,9,0.9999840259552002,7,0.9998489618301392,16,0.9998329877853394
145,2,9,11,2,0.9998849630355835,9,0.9998459815979004,11,0.9997309446334839
146,3,4,7,3,0.9997439980506897,4,0.9999867677688599,7,0.9997307658195496
147,8,0,8,8,0.9999978542327881,0,0.9999788999557495,8,0.9999767541885376
148,4,6,10,4,0.9998317956924438,6,0.9999994039535522,10,0.9998311996459961
149,2,7,9,2,0.9999996423721313,7,0.9824333190917969,9,0.9824329614639282
150,1,7,8,1,0.9999681711196899,7,0.9978494644165039,8,0.9978176951408386
151,5,1,6,5,1.0,1,0.9277244806289673,6,0.9277244806289673
152,2,3,5,2,0.6712074279785156,3,0.9998774528503418,5,0.6711251735687256
153,6,5,11,6,0.9999998807907104,5,0.959674060344696,11,0.9596739411354065
154,6,4,10,6,0.9999868869781494,4,0.5076711773872375,10,0.5076646208763123
155,0,8,8,0,0.999992847442627,8,0.9999997615814209,8,0.9999926090240479
156,5,1,6,5,0.9999630451202393,1,0.9999638795852661,6,0.9999269247055054
157,8,7,15,8,0.8633298277854919,7,0.9997220635414124,15,0.8630898594856262
158,4,1,5,4,0.9979187846183777,1,0.988927960395813,5,0.9868698120117188
159,8,1,9,8,0.9999998807907104,1,0.9997376799583435,9,0.999737560749054
160,0,5,5,0,0.9999951124191284,5,0.9998434782028198,5,0.9998385906219482
161,1,1,2,1,0.999963641166687,1,0.9949535727500916,2,0.9949173927307129
162,9,0,9,9,0.9863499999046326,0,0.9998705387115479,9,0.9862223267555237
163,2,1,3,2,0.9999880790710449,1,0.629058837890625,3,0.6290518045425415
164,9,3,12,9,0.9971727132797241,3,0.9999995231628418,12,0.9971722364425659
165,1,8,9,1,0.9998032450675964,8,0.9980757236480713,9,0.9978793263435364
166,2,5,7,2,0.9999701976776123,5,0.9994743466377258,7,0.9994445443153381
167,9,2,11,9,0.8421293497085571,2,0.9999915361404419,11,0.8421222567558289
168,8,9,17,8,0.9753354787826538,9,0.9979844093322754,17,0.9733695983886719
169,8,5,13,8,0.999055802822113,5,0.9997203946113586,13,0.9987764358520508
170,0,3,3,0,0.9999997615814209,3,1.0,3,0.9999997615814209
171,2,0,2,2,1.0,0,0.9999955892562866,2,0.9999955892562866
172,4,8,12,4,0.9999990463256836,8,0.9999994039535522,12,0.9999984502792358
173,8,0,8,8,0.999531626701355,0,0.9999998807907104,8,0.9995315074920654
174,3,6,9,3,0.9492092132568359,6,0.783424437046051,9,0.7436455488204956
175,8,9,17,8,0.9999920129776001,9,0.9681057333946228,17,0.968097984790802
176,0,3,3,0,0.9990488886833191,3,0.9700029492378235,3,0.96908038854599
177,1,6,7,1,0.9994562268257141,6,0.9999196529388428,7,0.9993759393692017
178,0,7,7,0,0.9999963045120239,7,0.9999997615814209,7,0.9999960660934448
179,2,1,3,2,0.999916672706604,1,0.9999476671218872,3,0.9998643398284912
180,0,8,8,0,0.9999774694442749,8,0.9992477893829346,8,0.9992252588272095
181,8,3,11,8,0.9998607635498047,3,0.9994601607322693,11,0.9993209838867188
182,8,9,17,8,0.9999991655349731,9,0.9998993873596191,17,0.9998985528945923
183,3,4,7,3,0.9979031085968018,4,0.9489925503730774,7,0.9470029473304749
184,4,2,6,4,0.9999622106552124,2,1.0,6,0.9999622106552124
185,2,2,4,2,0.9959465861320496,2,0.9999518394470215,4,0.9958986043930054
186,6,7,13,6,0.9999489784240723,7,1.0,13,0.9999489784240723
187,3,4,7,3,1.0,4,0.9664328098297119,7,0.9664328098297119
188,9,6,15,9,0.9997805953025818,6,0.9999997615814209,15,0.9997803568840027
189,2,6,8,2,0.998620867729187,6,0.9999998807907104,8,0.9986207485198975
190,6,3,9,6,0.9999983310699463,3,0.8243917226791382,9,0.8243903517723083
191,3,0,3,3,0.9997475743293762,0,0.9996681213378906,3,0.9994157552719116
192,2,3,5,2,1.0,3,0.9999034404754639,5,0.9999034404754639
193,0,2,2,0,0.9999740123748779,2,0.9981778860092163,2,0.998151957988739
194,8,3,11,8,0.9999674558639526,3,0.9992176294326782,11,0.9991850852966309
196,5,4,9,5,0.9999998807907104,4,0.9999997615814209,9,0.9999996423721313
197,7,1,8,7,0.9997554421424866,1,0.9999921321868896,8,0.9997475743293762
198,9,7,16,9,0.9997853636741638,7,0.9998219609260559,16,0.9996073842048645
199,6,2,8,6,0.9999771118164062,2,0.9999407529830933,8,0.9999178647994995
200,5,1,6,5,0.9998879432678223,1,0.9988943934440613,6,0.9987824559211731
201,4,4,8,4,1.0,4,0.9999847412109375,8,0.9999847412109375
202,1,6,7,1,0.9995749592781067,6,0.9758332371711731,7,0.9754184484481812
203,2,2,4,2,0.9994664788246155,2,0.9897144436836243,4,0.9891864061355591
204,6,2,8,6,0.9999977350234985,2,0.9966903924942017,8,0.9966881275177002
205,3,9,12,3,0.9999896287918091,9,0.9436903595924377,12,0.9436805844306946
206,2,0,2,2,1.0,0,0.9997517466545105,2,0.9997517466545105
207,6,2,8,6,0.9999973773956299,2,0.9997633099555969,8,0.9997606873512268
208,3,7,10,3,0.9999831914901733,7,0.9998687505722046,10,0.9998519420623779
209,6,0,6,6,0.9999997615814209,0,0.9999884366989136,6,0.9999881982803345
210,3,2,5,3,0.9958452582359314,2,0.9999825954437256,5,0.9958279132843018
211,8,3,11,8,0.9998875856399536,3,0.9999024868011475,11,0.9997900724411011
212,3,0,3,3,0.9996621608734131,0,1.0,3,0.9996621608734131
213,0,8,8,0,0.9992609620094299,8,0.9989583492279053,8,0.9982200860977173
214,3,7,10,3,0.9786490797996521,7,0.999991774559021,10,0.9786410331726074
215,5,8,13,5,0.9959889054298401,8,0.9999995231628418,13,0.9959884285926819
216,0,2,2,0,0.9996398687362671,2,0.9999778270721436,2,0.9996176958084106
217,2,1,3,2,0.9999170303344727,1,0.9992128610610962,3,0.9991299510002136
218,9,2,11,9,0.9999748468399048,2,0.9999738931655884,11,0.9999487400054932
219,8,2,10,8,0.9999898672103882,2,0.9999105930328369,10,0.9999004602432251
220,7,8,15,7,1.0,8,0.9999964237213135,15,0.9999964237213135
221,0,6,6,0,0.999980092048645,6,0.9999988079071045,6,0.9999788999557495
222,0,8,8,0,0.9999996423721313,8,0.9999998807907104,8,0.9999995231628418
223,3,0,3,3,0.9999998807907104,0,0.9999927282333374,3,0.9999926090240479
224,0,3,3,0,0.9999864101409912,3,0.9999798536300659,3,0.9999662637710571
225,0,7,7,0,0.999993085861206,7,0.9999998807907104,7,0.9999929666519165
226,9,9,18,9,0.9996931552886963,9,0.9999074935913086,18,0.9996006488800049
227,4,2,6,4,0.999671220779419,2,0.9999865293502808,6,0.9996577501296997
228,2,1,3,2,0.9991061091423035,1,0.9997313618659973,3,0.9988377094268799
229,0,9,9,0,0.9999345541000366,9,0.9988114833831787,9,0.9987460970878601
231,5,7,12,5,0.9999927282333374,7,0.9999111890792847,12,0.9999039173126221
232,1,9,10,1,0.9995046854019165,9,0.9415944218635559,10,0.9411288499832153
233,5,9,14,5,0.9998077750205994,9,0.9979706406593323,14,0.9977788329124451
234,0,9,9,0,0.995784342288971,9,0.9998816251754761,9,0.9956664443016052
235,3,7,10,3,0.9999992847442627,7,0.9999966621398926,10,0.9999959468841553
236,7,8,15,7,0.9977617263793945,8,0.9999997615814209,15,0.9977614879608154
237,8,9,17,8,0.9999912977218628,9,0.9926672577857971,17,0.9926586151123047
238,7,9,16,7,0.9998025298118591,9,0.999832272529602,16,0.999634861946106
239,2,8,10,2,0.9999994039535522,8,0.9999867677688599,10,0.9999861717224121
240,1,8,9,1,0.9986306428909302,8,0.9615867733955383,9,0.9602700471878052
241,0,6,6,0,0.9999982118606567,6,0.9983918070793152,6,0.9983900189399719
242,9,5,14,9,0.9975073933601379,5,0.9909794330596924,14,0.9885092973709106
243,6,9,15,6,0.9999997615814209,9,0.9997939467430115,15,0.9997937083244324
244,1,5,6,1,0.9998090863227844,5,0.9999500513076782,6,0.9997591376304626
245,1,5,6,1,0.7946714758872986,5,0.9998569488525391,6,0.7945578098297119
246,4,0,4,4,0.9999366998672485,0,0.9997817873954773,4,0.9997184872627258
247,4,2,6,4,0.9999289512634277,2,0.9998987913131714,6,0.9998277425765991
248,1,1,2,1,0.9995822310447693,1,0.9986345171928406,2,0.9982173442840576
249,6,6,12,6,0.9999082088470459,6,0.999819815158844,12,0.9997280240058899
250,8,4,12,8,0.9999004602432251,4,0.9999942779541016,12,0.9998947381973267
251,9,2,11,9,0.9931681156158447,2,0.9954930543899536,11,0.9886919856071472
252,0,8,8,0,0.9861844182014465,8,0.9999998807907104,8,0.986184298992157
253,6,6,12,6,0.9999966621398926,6,1.0,12,0.9999966621398926
254,8,7,15,8,0.9999994039535522,7,0.9985566735267639,15,0.9985560774803162
255,1,6,7,1,0.9992026686668396,6,0.9999325275421143,7,0.9991352558135986
256,2,5,7,2,0.9999997615814209,5,0.9959272742271423,7,0.9959270358085632
257,3,1,4,3,0.9994803071022034,1,0.8383095264434814,4,0.8378738760948181
258,7,7,14,7,0.9999998807907104,7,0.9850658774375916,14,0.985065758228302
259,3,4,7,3,0.999783456325531,4,0.9999337196350098,7,0.9997171759605408
260,1,5,6,1,0.942627489566803,5,0.8868688941001892,6,0.8367471694946289
261,2,6,8,2,0.9999990463256836,6,0.9993896484375,8,0.9993886947631836
262,4,2,6,4,0.9979075193405151,2,0.9999963045120239,6,0.9979038238525391
263,7,9,16,7,0.9999967813491821,9,0.9272039532661438,16,0.927200973033905
264,8,6,14,8,0.9998039603233337,6,0.9999955892562866,14,0.9997995495796204
265,0,4,4,0,1.0,4,0.9999768733978271,4,0.9999768733978271
266,7,2,9,7,0.999998927116394,2,0.9984499216079712,9,0.9984488487243652
267,0,4,4,0,1.0,4,0.999803364276886,4,0.999803364276886
268,6,9,15,6,0.999992847442627,9,0.9739384651184082,15,0.9739314913749695
269,2,7,9,2,0.9999998807907104,7,0.999995231628418,9,0.9999951124191284
270,8,3,11,8,1.0,3,0.999955415725708,11,0.999955415725708
271,8,0,8,8,0.9999996423721313,0,0.980391263961792,8,0.9803909063339233
272,9,8,17,9,0.910209596157074,8,0.9989816546440125,17,0.9092826843261719
273,2,7,9,2,1.0,7,0.9938457608222961,9,0.9938457608222961
274,0,3,3,0,0.9999933242797852,3,0.9998456239700317,3,0.9998389482498169
275,8,7,15,8,0.999975323677063,7,0.9999827146530151,15,0.9999580383300781
276,0,6,6,0,0.9997021555900574,6,0.9999990463256836,6,0.999701201915741
277,5,6,11,5,0.7007102370262146,6,0.9999905824661255,11,0.7007037997245789
278,7,0,7,7,0.999988317489624,0,0.9994619488716125,7,0.9994502663612366
279,2,1,3,2,0.9999974966049194,1,0.9998125433921814,3,0.9998100399971008
280,8,3,11,8,0.9999940395355225,3,0.9987442493438721,11,0.9987382888793945
281,4,4,8,4,0.9999998807907104,4,0.9999942779541016,8,0.999994158744812
282,6,5,11,6,0.9999898672103882,5,0.9999998807907104,11,0.9999897480010986
283,1,0,1,1,0.9814165830612183,0,1.0,1,0.9814165830612183
284,3,8,11,3,0.9992235898971558,8,0.9972577691078186,11,0.9964835047721863
285,6,8,14,6,0.9999978542327881,8,0.9999032020568848,14,0.9999010562896729
286,9,1,10,9,0.9127222895622253,1,0.9992081522941589,10,0.9120000004768372
287,5,0,5,5,0.9999977350234985,0,0.9999805688858032,5,0.9999783039093018
288,1,0,1,1,0.9999294281005859,0,0.999976396560669,1,0.9999058246612549
289,6,0,6,6,0.9999929666519165,0,0.9979550838470459,6,0.9979480504989624
290,6,7,13,6,0.9997605681419373,7,1.0,13,0.9997605681419373
291,2,7,9,2,0.9998917579650879,7,0.9999998807907104,9,0.9998916387557983
292,3,4,7,3,0.9998829364776611,4,0.9027578234672546,7,0.9026521444320679
293,9,2,11,9,0.9999806880950928,2,0.9999679327011108,11,0.9999486207962036
294,7,0,7,7,0.944422721862793,0,0.9998352527618408,7,0.9442671537399292
296,5,2,7,5,0.9980913996696472,2,0.9999661445617676,7,0.9980576038360596
297,7,6,13,7,0.9500760436058044,6,1.0,13,0.9500760436058044
298,5,7,12,5,0.9999918937683105,7,0.9726858139038086,12,0.9726779460906982
299,6,6,12,6,1.0,6,0.9999891519546509,12,0.9999891519546509
300,4,2,6,4,0.9994605183601379,2,0.9999470710754395,6,0.9994075894355774
301,7,2,9,7,0.9998279809951782,2,0.9999892711639404,9,0.9998172521591187
302,2,3,5,2,0.9999538660049438,3,0.9945766925811768,5,0.9945307970046997
303,3,0,3,3,0.9996500015258789,0,0.9995736479759216,3,0.9992238283157349
304,6,2,8,6,0.9999995231628418,2,0.997929573059082,8,0.9979290962219238
305,5,9,14,5,0.8680778741836548,9,0.9990202188491821,14,0.8672273755073547
306,0,8,8,0,0.9999939203262329,8,0.9999974966049194,8,0.9999914169311523
307,4,0,4,4,0.9999924898147583,0,0.9999815225601196,4,0.9999740123748779
309,5,8,13,5,0.8886678814888,8,0.9964179992675781,13,0.8854846954345703
310,0,7,7,0,0.9998767375946045,7,0.9967373013496399,7,0.9966144561767578
311,8,8,16,8,0.9999988079071045,8,0.9999953508377075,16,0.999994158744812
312,8,5,13,8,0.9999775886535645,5,0.9832209348678589,13,0.983198881149292
313,5,0,5,5,1.0,0,0.9999850988388062,5,0.9999850988388062
314,6,2,8,6,0.9999966621398926,2,0.999669075012207,8,0.9996657371520996
315,7,4,11,7,0.9723394513130188,4,1.0,11,0.9723394513130188
316,2,3,5,2,0.9791157245635986,3,0.9992664456367493,5,0.9783974885940552
317,9,1,10,9,0.9999527931213379,1,0.9992569088935852,10,0.9992097616195679
318,7,7,14,7,0.9997298121452332,7,0.9920759201049805,14,0.9918078780174255
319,1,3,4,1,0.9999407529830933,3,0.9999986886978149,4,0.9999394416809082
320,1,8,9,1,0.9999910593032837,8,0.9999983310699463,9,0.99998939037323
321,8,1,9,8,1.0,1,0.9999942779541016,9,0.9999942779541016
322,5,5,10,5,0.9999885559082031,5,0.9952104687690735,10,0.9951990842819214
323,7,4,11,7,0.9982520937919617,4,0.9368228912353516,11,0.9351854920387268
324,2,1,3,2,0.994779109954834,1,0.9999924898147583,3,0.9947716593742371
325,6,1,7,6,0.9983391761779785,1,1.0,7,0.9983391761779785
326,8,4,12,8,0.9999940395355225,4,0.8210529088973999,12,0.8210480213165283
327,8,9,17,8,0.9924609065055847,9,0.8780364394187927,17,0.8714176416397095
328,1,1,2,1,0.9999830722808838,1,0.9903130531311035,2,0.9902963042259216
329,7,3,10,7,0.9997819066047668,3,0.9999997615814209,10,0.9997816681861877
330,2,2,4,2,0.9974186420440674,2,1.0,4,0.9974186420440674
331,0,4,4,0,0.9994794726371765,4,0.9999977350234985,4,0.999477207660675
332,0,7,7,0,0.9999878406524658,7,0.9847373366355896,7,0.9847253561019897
333,6,9,15,6,0.9999969005584717,9,0.9982337951660156,15,0.9982306957244873
334,1,1,2,1,0.9998880624771118,1,0.8561788201332092,2,0.8560829758644104
335,7,9,16,7,0.9997875094413757,9,0.9924886226654053,16,0.9922777414321899
336,3,9,12,3,0.9999659061431885,9,0.9981075525283813,12,0.9980735182762146
337,0,0,0,0,0.8504090309143066,0,0.9999328851699829,0,0.8503519296646118
338,2,0,2,2,0.9999479055404663,0,0.9999855756759644,2,0.9999334812164307
339,1,1,2,1,0.9988817572593689,1,0.9999969005584717,2,0.9988786578178406
340,5,5,10,5,0.9977303147315979,5,0.9946169257164001,10,0.992359459400177
341,6,6,12,6,0.9999394416809082,6,1.0,12,0.9999394416809082
342,1,2,3,1,0.999987006187439,2,0.9006532430648804,3,0.9006415605545044
343,0,1,1,0,0.9999501705169678,1,0.9999443292617798,1,0.9998944997787476
344,1,9,10,1,0.9998013377189636,9,0.996185839176178,10,0.9959879517555237
345,5,0,5,5,0.9999916553497314,0,0.9762069582939148,5,0.9761987924575806
346,7,2,9,7,0.9982680082321167,2,0.9999852180480957,9,0.9982532262802124
347,5,6,11,5,0.9940510392189026,6,0.9997143149375916,11,0.9937670826911926
348,2,6,8,2,0.999983549118042,6,0.9999490976333618,8,0.9999326467514038
349,2,2,4,2,0.9999998807907104,2,0.999987006187439,4,0.9999868869781494
350,1,2,3,1,0.9999980926513672,2,0.9999926090240479,3,0.999990701675415
351,4,5,9,4,0.9999593496322632,5,0.9963950514793396,9,0.9963545203208923
352,0,4,4,0,0.999988317489624,4,0.9999873638153076,4,0.9999756813049316
353,4,0,4,4,0.9999910593032837,0,0.9999934434890747,4,0.9999845027923584
354,0,1,1,0,0.9997357726097107,1,0.9999872446060181,1,0.9997230172157288
355,7,5,12,7,0.8968689441680908,5,0.9998161196708679,12,0.8967041373252869
